Año,Mes,Código Presupuestal,"Fuente de 
Financiación",Recurso,Situado,Denominación del Rubro,Apropiación Inicial (0),Adiciones (a),Reducciones (b),Aplazamientos (c),Créditos (d),Contracréditos (e),Total Modificaciones Presupuestales (f) ,Apropiación Vigente (1),Certificados Acumulados (2),Compromisos Acumulados (3),Obligaciones Acumuladas (4),Pagos Acumulados (5)
2024,JUNIO,C-2401-0600-54-51102D-2401070,NACIÓN,10,CSF,VÍA PRIMARIA CONCESIONADA,3282994168,0,0,0,0,0,0,3282994168,3282994168,3282994168,0,0
2024,JUNIO,C-2401-0600-54-51102D-2401070-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,3282994168,0,0,0,0,0,0,3282994168,3282994168,3282994168,0,0
2024,JUNIO,C-2401-0600-59,NACIÓN,10,CSF,MEJORAMIENTO CONSTRUCCIÓN REHABILITACIÓN MANTENIMIENTO Y OPERACIÓN DEL CORREDOR VIAL PAMPLONA - CUCÚTA DEPARTAMENTO DE   NORTE DE SANTANDER,397887950228,0,0,0,0,0,0,397887950228,397887950228,397887950228,69934236737,69934236737
2024,JUNIO,C-2401-0600-59-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",397887950228,0,0,0,0,0,0,397887950228,397887950228,397887950228,69934236737,69934236737
2024,JUNIO,C-2401-0600-59-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,397887950228,0,0,0,0,0,0,397887950228,397887950228,397887950228,69934236737,69934236737
2024,JUNIO,C-2401-0600-59-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,397887950228,0,0,0,0,0,0,397887950228,397887950228,397887950228,69934236737,69934236737
2024,JUNIO,C-2401-0600-60,NACIÓN,10,CSF,MEJORAMIENTO  CONSTRUCCIÓN REHABILITACIÓN MANTENIMIENTO  Y OPERACIÓN DEL CORREDOR BUCARAMANGA BARRANCABERMEJA YONDÓ EN LOS DEPARTAMENTOS DE   ANTIOQUIA SANTANDER,226206278281,0,0,0,0,0,0,226206278281,226206278281,226206278281,50352348445,50352348445
2024,JUNIO,C-2401-0600-60- 51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",226206278281,0,0,0,0,0,0,226206278281,226206278281,226206278281,50352348445,50352348445
2024,JUNIO,C-2401-0600-60- 51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,226206278281,0,0,0,0,0,0,226206278281,226206278281,226206278281,50352348445,50352348445
2024,JUNIO,C-2401-0600-60- 51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,226206278281,0,0,0,0,0,0,226206278281,226206278281,226206278281,50352348445,50352348445
2024,JUNIO,C-2401-0600-61,NACIÓN,10,CSF,CONSTRUCCIÓN OPERACIÓN Y MANTENIMIENTO DE LA CONCESIÓN AUTOPISTA CONEXIÓN PACIFICO 1 - AUTOPISTAS PARA LA PROSPERIDAD ANTIOQUIA,328067493851,0,0,0,0,0,0,328067493851,328067493851,328067493851,86548107920,86548107920
2024,JUNIO,C-2401-0600-61-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",328067493851,0,0,0,0,0,0,328067493851,328067493851,328067493851,86548107920,86548107920
2024,JUNIO,C-2401-0600-61-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,328067493851,0,0,0,0,0,0,328067493851,328067493851,328067493851,86548107920,86548107920
2024,JUNIO,C-2401-0600-61-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,328067493851,0,0,0,0,0,0,328067493851,328067493851,328067493851,86548107920,86548107920
2024,JUNIO,C-2401-0600-62,NACIÓN,10,CSF,REHABILITACIÓN CONSTRUCCIÓN MEJORAMIENTO OPERACIÓN Y MANTENIMIENTO DE LA CONCESIÓN AUTOPISTA AL RIO MAGDALENA 2 DEPARTAMENTOS DE ANTIOQUIA SANTANDER,317949718406,0,0,0,0,0,0,317949718406,317949718406,317949718406,100987624227,100987624227
2024,JUNIO,C-2401-0600-62-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",317949718406,0,0,0,0,0,0,317949718406,317949718406,317949718406,100987624227,100987624227
2024,JUNIO,C-2401-0600-62-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,317949718406,0,0,0,0,0,0,317949718406,317949718406,317949718406,100987624227,100987624227
2024,JUNIO,C-2401-0600-62-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,317949718406,0,0,0,0,0,0,317949718406,317949718406,317949718406,100987624227,100987624227
2024,JUNIO,C-2401-0600-63,NACIÓN,10,CSF,MEJORAMIENTO REHABILITACIÓN CONSTRUCCIÓN MANTENIMIENTO Y OPERACIÓN DEL CORREDOR SANTANA - MOCOA - NEIVA DEPARTAMENTOS DE  HUILA PUTUMAYO CAUCA,228384125855,0,0,0,0,0,0,228384125855,228384125855,228384125855,84858091190,84858091190
2024,JUNIO,C-2401-0600-63-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",228384125855,0,0,0,0,0,0,228384125855,228384125855,228384125855,84858091190,84858091190
2024,JUNIO,C-2401-0600-63-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,228384125855,0,0,0,0,0,0,228384125855,228384125855,228384125855,84858091190,84858091190
2024,JUNIO,C-2401-0600-63-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,228384125855,0,0,0,0,0,0,228384125855,228384125855,228384125855,84858091190,84858091190
2024,JUNIO,C-2401-0600-64,NACIÓN,10,CSF,MEJORAMIENTO REHABILITACIÓN CONSTRUCCIÓN  MANTENIMIENTO  Y OPERACIÓN DEL CORREDOR POPAYAN - SANTANDER DE QUILICHAO EN EL DEPARTAMENTO DEL     CAUCA,246689655363,0,0,0,0,0,0,246689655363,246689655363,246689655363,94671479066,94671479066
2024,JUNIO,C-2401-0600-64-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",246689655363,0,0,0,0,0,0,246689655363,246689655363,246689655363,94671479066,94671479066
2024,JUNIO,C-2401-0600-64-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,246689655363,0,0,0,0,0,0,246689655363,246689655363,246689655363,94671479066,94671479066
2024,JUNIO,C-2401-0600-64-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,246689655363,0,0,0,0,0,0,246689655363,246689655363,246689655363,94671479066,94671479066
2024,JUNIO,C-2401-0600-65,NACIÓN,10,CSF,MEJORAMIENTO CONSTRUCCIÓN MANTENIMIENTO Y OPERACIÓN DEL CORREDOR CONEXIÓN NORTE AUTOPISTAS PARA LA PROSPERIDAD   ANTIOQUIA,275641067434,0,0,0,0,0,0,275641067434,275641067434,275641067434,114358244778,114358244778
2024,JUNIO,C-2401-0600-65-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",275641067434,0,0,0,0,0,0,275641067434,275641067434,275641067434,114358244778,114358244778
2024,JUNIO,C-2401-0600-65-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,275641067434,0,0,0,0,0,0,275641067434,275641067434,275641067434,114358244778,114358244778
2024,JUNIO,C-2401-0600-65-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,275641067434,0,0,0,0,0,0,275641067434,275641067434,275641067434,114358244778,114358244778
2024,JUNIO,C-2401-0600-66,NACIÓN,10,CSF,CONTROL Y SEGUIMIENTO A LA OPERACIÓN DE LAS VÍAS PRIMARIAS CONCESIONADAS  NACIONAL,13679792000,4144513599,4144513599,0,0,0,0,13679792000,9478082318,8182747723.56,1401440172.56,1391638083.56
2024,JUNIO,C-2401-0600-66-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",13679792000,4144513599,4144513599,0,0,0,0,13679792000,9478082318,8182747723.56,1401440172.56,1391638083.56
2024,JUNIO,C-2401-0600-66-51102D-2401075,NACIÓN,10,CSF,DOCUMENTOS DE APOYO TÉCNICO PARA EL DESARROLLO DE INTERVENCIONES EN INFRAESTRUCTURA VIAL,13679792000,4144513599,4144513599,0,0,0,0,13679792000,9478082318,8182747723.56,1401440172.56,1391638083.56
2024,JUNIO,C-2401-0600-66-51102D-2401075-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,13679792000,4144513599,4144513599,0,0,0,0,13679792000,9478082318,8182747723.56,1401440172.56,1391638083.56
2024,JUNIO,C-2401-0600-67,NACIÓN,10,CSF,MEJORAMIENTO CONSTRUCCIÓN REHABILITACIÓN Y MANTENIMIENTO DEL CORREDOR VILLAVICENCIO - YOPAL DEPARTAMENTOS DEL   META CASANARE,292585368653,0,0,0,0,0,0,292585368653,292585368653,292585368653,89931504581,89931504581
2024,JUNIO,C-2401-0600-67-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",292585368653,0,0,0,0,0,0,292585368653,292585368653,292585368653,89931504581,89931504581
2024,JUNIO,C-2401-0600-67-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,292585368653,0,0,0,0,0,0,292585368653,292585368653,292585368653,89931504581,89931504581
2024,JUNIO,C-2401-0600-67-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,292585368653,0,0,0,0,0,0,292585368653,292585368653,292585368653,89931504581,89931504581
2024,JUNIO,C-2401-0600-68,NACIÓN,10,CSF,CONSTRUCCIÓN OPERACIÓN Y MANTENIMIENTO DE LA VÍA MULALO - LOBOGUERRERO DEPARTAMENTO DEL VALLE DEL CAUCA,336575102189,247488750527,247488750527,0,0,0,0,336575102189,89086351662,89086351662,89039101598,89039101598
2024,JUNIO,C-2401-0600-68-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",336575102189,247488750527,247488750527,0,0,0,0,336575102189,89086351662,89086351662,89039101598,89039101598
2024,JUNIO,C-2401-0600-68-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,336575102189,247488750527,247488750527,0,0,0,0,336575102189,89086351662,89086351662,89039101598,89039101598
2024,JUNIO,C-2401-0600-68-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,336575102189,247488750527,247488750527,0,0,0,0,336575102189,89086351662,89086351662,89039101598,89039101598
2024,JUNIO,C-2401-0600-69,NACIÓN,10,CSF,MEJORAMIENTO REHABILITACIÓN CONSTRUCCIÓN MANTENIMIENTO Y OPERACIÓN DEL CORREDOR BUCARAMANGA PAMPLONA NORTE DE SANTANDER,171805480513,132339244116,132339244116,0,0,0,0,171805480513,171805480513,39466236397,39466236397,39466236397
2024,JUNIO,C-2401-0600-69-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",171805480513,132339244116,132339244116,0,0,0,0,171805480513,171805480513,39466236397,39466236397,39466236397
2024,JUNIO,C-2401-0600-69-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,171805480513,132339244116,132339244116,0,0,0,0,171805480513,171805480513,39466236397,39466236397,39466236397
2024,JUNIO,C-2401-0600-69-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,171805480513,132339244116,132339244116,0,0,0,0,171805480513,171805480513,39466236397,39466236397,39466236397
2024,JUNIO,C-2401-0600-70,NACIÓN,10,CSF,MEJORAMIENTO REHABILITACIÓN MANTENIMIENTO Y OPERACIÓN DEL CORREDOR TRANSVERSAL DEL SISGA DEPARTAMENTOS DE BOYACÁ CUNDINAMARCA CASANARE,82951548959,0,0,0,0,0,0,82951548959,82951548959,82951548959,20567796812,20567796812
2024,JUNIO,C-2401-0600-70-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",82951548959,0,0,0,0,0,0,82951548959,82951548959,82951548959,20567796812,20567796812
2024,JUNIO,C-2401-0600-70-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,82951548959,0,0,0,0,0,0,82951548959,82951548959,82951548959,20567796812,20567796812
2024,JUNIO,C-2401-0600-70-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,82951548959,0,0,0,0,0,0,82951548959,82951548959,82951548959,20567796812,20567796812
2024,JUNIO,C-2401-0600-71,NACIÓN,10,CSF,REHABILITACIÓN MEJORAMIENTO CONSTRUCCIÓN MANTENIMIENTO Y OPERACIÓN DEL CORREDOR CARTAGENA - BARRANQUILLA Y CIRCUNVALAR DE LA PROSPERIDAD DEPARTAMENTOS DE   ATLÁNTICO BOLÍVAR,221019698527,0,0,0,0,0,0,221019698527,221019698527,221019698527,67111310590,67111310590
2024,JUNIO,C-2401-0600-71-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",221019698527,0,0,0,0,0,0,221019698527,221019698527,221019698527,67111310590,67111310590
2024,JUNIO,C-2401-0600-71-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,221019698527,0,0,0,0,0,0,221019698527,221019698527,221019698527,67111310590,67111310590
2024,JUNIO,C-2401-0600-71-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,221019698527,0,0,0,0,0,0,221019698527,221019698527,221019698527,67111310590,67111310590
2024,JUNIO,C-2401-0600-72,NACIÓN,10,CSF,MEJORAMIENTO CONSTRUCCIÓN OPERACIÓN Y MANTENIMIENTO DE LA CONCESIÓN AUTOPISTA CONEXIÓN PACIFICO 2 ANTIOQUIA,185800340558,0,0,0,0,0,0,185800340558,185800340558,185800340558,65349904177,65349904177
2024,JUNIO,C-2401-0600-72-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",185800340558,0,0,0,0,0,0,185800340558,185800340558,185800340558,65349904177,65349904177
2024,JUNIO,C-2401-0600-72-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,185800340558,0,0,0,0,0,0,185800340558,185800340558,185800340558,65349904177,65349904177
2024,JUNIO,C-2401-0600-72-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,185800340558,0,0,0,0,0,0,185800340558,185800340558,185800340558,65349904177,65349904177
2024,JUNIO,C-2401-0600-73,NACIÓN,10,CSF,MEJORAMIENTO  CONSTRUCCIÓN OPERACIÓN Y MANTENIMIENTO DE LA AUTOPISTA CONEXIÓN PACIFICO 3  AUTOPISTAS PARA LA PROSPERIDAD   ANTIOQUIA,287710998062,0,0,0,0,0,0,287710998062,287710998062,287710998062,125576980029,125576980029
2024,JUNIO,C-2401-0600-73-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",287710998062,0,0,0,0,0,0,287710998062,287710998062,287710998062,125576980029,125576980029
2024,JUNIO,C-2401-0600-73-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,287710998062,0,0,0,0,0,0,287710998062,287710998062,287710998062,125576980029,125576980029
2024,JUNIO,C-2401-0600-73-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,287710998062,0,0,0,0,0,0,287710998062,287710998062,287710998062,125576980029,125576980029
2024,JUNIO,C-2401-0600-74,NACIÓN,10,CSF,MEJORAMIENTO REHABILITACIÓN CONSTRUCCIÓN MANTENIMIENTO Y OPERACIÓN DEL CORREDOR RUMICHACA - PASTO EN EL DEPARTAMENTO DE    NARIÑO,346789396196,0,0,0,0,0,0,346789396196,346789396196,346789396196,116840067369,116840067369
2024,JUNIO,C-2401-0600-74-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",346789396196,0,0,0,0,0,0,346789396196,346789396196,346789396196,116840067369,116840067369
2024,JUNIO,C-2401-0600-74-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,346789396196,0,0,0,0,0,0,346789396196,346789396196,346789396196,116840067369,116840067369
2024,JUNIO,C-2401-0600-74-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,346789396196,0,0,0,0,0,0,346789396196,346789396196,346789396196,116840067369,116840067369
2024,JUNIO,C-2401-0600-75,NACIÓN,10,CSF,REHABILITACIÓN MEJORAMIENTO OPERACIÓN Y MANTENIMIENTO DEL CORREDOR PERIMETRAL DE CUNDINAMARCA CENTRO ORIENTE   CUNDINAMARCA,185507978705,0,0,0,0,0,0,185507978705,185507978705,185507978705,79269234399,79269234399
2024,JUNIO,C-2401-0600-75-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",185507978705,0,0,0,0,0,0,185507978705,185507978705,185507978705,79269234399,79269234399
2024,JUNIO,C-2401-0600-75-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,185507978705,0,0,0,0,0,0,185507978705,185507978705,185507978705,79269234399,79269234399
2024,JUNIO,C-2401-0600-75-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,185507978705,0,0,0,0,0,0,185507978705,185507978705,185507978705,79269234399,79269234399
2024,JUNIO,C-2401-0600-76,NACIÓN,10,CSF,MEJORAMIENTO CONSTRUCCIÓN REHABILITACIÓN OPERACIÓN Y MANTENIMIENTO DE LA CONCESIÓN AUTOPISTA AL MAR 2   ANTIOQUIA,426796535893,0,0,0,0,0,0,426796535893,426796535893,426796535893,127100210623,127100210623
2024,JUNIO,C-2401-0600-76-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",426796535893,0,0,0,0,0,0,426796535893,426796535893,426796535893,127100210623,127100210623
2024,JUNIO,C-2401-0600-76-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,426796535893,0,0,0,0,0,0,426796535893,426796535893,426796535893,127100210623,127100210623
2024,JUNIO,C-2401-0600-76-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,426796535893,0,0,0,0,0,0,426796535893,426796535893,426796535893,127100210623,127100210623
2024,JUNIO,C-2403-0600,NACIÓN,10,CSF,INTERSUBSECTORIAL TRANSPORTE,4034524599,725002265,725002265,0,0,0,0,4034524599,3348709834,3204427994.63,679848848.63,674125198.63
2024,JUNIO,C-2401-0600-77,NACIÓN,10,CSF,MEJORAMIENTO REHABILITACIÓN Y MANTENIMIENTO DEL CORREDOR HONDA - PUERTO SALGAR - GIRARDOT DEPARTAMENTOS DE    CUNDINAMARCA CALDAS TOLIMA,140472038386,0,0,0,0,0,0,140472038386,140472038386,140472038386,38305679193,38305679193
2024,JUNIO,C-2401-0600-77-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",140472038386,0,0,0,0,0,0,140472038386,140472038386,140472038386,38305679193,38305679193
2024,JUNIO,C-2401-0600-77-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,140472038386,0,0,0,0,0,0,140472038386,140472038386,140472038386,38305679193,38305679193
2024,JUNIO,C-2401-0600-77-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,140472038386,0,0,0,0,0,0,140472038386,140472038386,140472038386,38305679193,38305679193
2024,JUNIO,C-2401-0600-78,NACIÓN,10,CSF,MEJORAMIENTO CONSTRUCCIÓN REHABILITACIÓN OPERACIÓN Y MANTENIMIENTO DE LA CONCESIÓN AUTOPISTA AL MAR 1 DEPARTAMENTO DE ANTIOQUIA,421921519786,0,0,0,0,0,0,421921519786,421921519786,421921519786,112290365804,112290365804
2024,JUNIO,C-2401-0600-78-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",421921519786,0,0,0,0,0,0,421921519786,421921519786,421921519786,112290365804,112290365804
2024,JUNIO,C-2401-0600-78-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,421921519786,0,0,0,0,0,0,421921519786,421921519786,421921519786,112290365804,112290365804
2024,JUNIO,C-2401-0600-78-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,421921519786,0,0,0,0,0,0,421921519786,421921519786,421921519786,112290365804,112290365804
2024,JUNIO,C-2401-0600-79,NACIÓN,10,CSF,MEJORAMIENTO DEL CORREDOR PUERTA DE HIERRO - PALMAR DE VARELA Y CARRETO - CRUZ DEL VISO EN LOS DEPARTAMENTOS DE    ATLÁNTICO BOLÍVAR SUCRE,61846862223,0,0,0,0,0,0,61846862223,61846862223,61846862223,14484696692,14484696692
2024,JUNIO,C-2401-0600-79-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",61846862223,0,0,0,0,0,0,61846862223,61846862223,61846862223,14484696692,14484696692
2024,JUNIO,C-2401-0600-79-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,61846862223,0,0,0,0,0,0,61846862223,61846862223,61846862223,14484696692,14484696692
2024,JUNIO,C-2401-0600-79-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,61846862223,0,0,0,0,0,0,61846862223,61846862223,61846862223,14484696692,14484696692
2024,JUNIO,C-2401-0600-80,NACIÓN,10,CSF,"DESARROLLO DE OBRAS COMPLEMENTARIAS GESTIÓN SOCIAL AMBIENTAL Y PREDIAL DE LOS CONTRATOS DE CONCESIÓN VIAL,   NACIONAL",2576582587,2156582587,2238413992,81831405,0,0,-163662810,2494751182,338168594.96,189284340.6,189284340.6,189284340.6
2024,JUNIO,C-2401-0600-80-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",2576582587,2156582587,2238413992,81831405,0,0,-163662810,2494751182,338168594.96,189284340.6,189284340.6,189284340.6
2024,JUNIO,C-2401-0600-80-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,2576582587,2156582587,2238413992,0,0,0,-81831405,2494751182,338168594.96,189284340.6,189284340.6,189284340.6
2024,JUNIO,C-2401-0600-80-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,2576582587,2156582587,2238413992,0,0,0,-81831405,2494751182,338168594.96,189284340.6,189284340.6,189284340.6
2024,JUNIO,C-2401-0600-81,NACIÓN,10,CSF,"MEJORAMIENTO CONSTRUCCIÓN, REHABILITACIÓN, OPERACIÓN Y MANTENIMIENTO DE LA VÍA PUERTO SALGAR-BARRANCABERMEJA EN LOS DEPARTAMENTOS CUNDINAMARCA, BOYACÁ Y SANTANDER",340140614334,340140614334,340140614334,0,0,0,0,340140614334,340140614334,340140614334,34020083601,34020083601
2024,JUNIO,C-2401-0600-81-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",340140614334,340140614334,340140614334,0,0,0,0,340140614334,340140614334,340140614334,34020083601,34020083601
2024,JUNIO,C-2401-0600-81-51102D-2401074,NACIÓN,10,CSF,VÍA PRIMARIA INTERVENIDA Y EN OPERACIÓN,340140614334,340140614334,340140614334,0,0,0,0,340140614334,340140614334,340140614334,34020083601,34020083601
2024,JUNIO,C-2401-0600-81-51102D-2401074-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,340140614334,340140614334,340140614334,0,0,0,0,340140614334,340140614334,340140614334,34020083601,34020083601
